device-registry asset->update->Properties->$resource.properties.datasets->item	root->command-group:device-registry asset->command:update->argGroup: Properties->arg: $resource.properties.datasets->prop: item	ChangeType.CHANGE	"{""nullable"": true, ""type"": ""object"", ""args"": [{""nullable"": true, ""type"": ""array<object>"", ""var"": ""$resource.properties.datasets[].dataPoints"", ""options"": [""data-points""], ""help"": {""short"": ""Array of data points that are part of the dataset. Each data point can have per-data point configuration.""}, ""item"": {""nullable"": true, ""type"": ""object"", ""args"": [{""nullable"": true, ""type"": ""string"", ""var"": ""$resource.properties.datasets[].dataPoints[].dataPointConfiguration"", ""options"": [""data-point-configuration""], ""help"": {""short"": ""Stringified JSON that contains connector-specific configuration for the data point. For OPC UA, this could include configuration like, publishingInterval, samplingInterval, and queueSize.""}}, {""type"": ""string"", ""var"": ""$resource.properties.datasets[].dataPoints[].dataSource"", ""options"": [""data-source""], ""help"": {""short"": ""The address of the source of the data in the asset (e.g. URL) so that a client can access the data source on the asset.""}}, {""type"": ""string"", ""var"": ""$resource.properties.datasets[].dataPoints[].name"", ""options"": [""name""], ""help"": {""short"": ""The name of the data point.""}}, {""nullable"": true, ""type"": ""string"", ""var"": ""$resource.properties.datasets[].dataPoints[].observabilityMode"", ""options"": [""observability-mode""], ""help"": {""short"": ""An indication of how the data point should be mapped to OpenTelemetry.""}, ""enum"": {""items"": [{""name"": ""Counter"", ""value"": ""Counter""}, {""name"": ""Gauge"", ""value"": ""Gauge""}, {""name"": ""Histogram"", ""value"": ""Histogram""}, {""name"": ""Log"", ""value"": ""Log""}, {""name"": ""None"", ""value"": ""None""}]}}]}}, {""nullable"": true, ""type"": ""string"", ""var"": ""$resource.properties.datasets[].datasetConfiguration"", ""options"": [""dataset-configuration""], ""help"": {""short"": ""Stringified JSON that contains connector-specific JSON string that describes configuration for the specific dataset.""}}, {""type"": ""string"", ""var"": ""$resource.properties.datasets[].name"", ""options"": [""name""], ""help"": {""short"": ""Name of the dataset.""}}, {""nullable"": true, ""type"": ""@Topic_update"", ""var"": ""$resource.properties.datasets[].topic"", ""options"": [""topic""], ""help"": {""short"": ""Object that describes the topic information for the specific dataset.""}}]}"	"{""nullable"": true, ""type"": ""object"", ""args"": [{""nullable"": true, ""type"": ""array<object>"", ""var"": ""$resource.properties.datasets[].dataPoints"", ""options"": [""data-points""], ""help"": {""short"": ""Array of data points that are part of the dataset. Each data point can have per-data point configuration.""}, ""item"": {""nullable"": true, ""type"": ""object"", ""args"": [{""nullable"": true, ""type"": ""string"", ""var"": ""$resource.properties.datasets[].dataPoints[].dataPointConfiguration"", ""options"": [""data-point-configuration""], ""help"": {""short"": ""Stringified JSON that contains connector-specific configuration for the data point. For OPC UA, this could include configuration like, publishingInterval, samplingInterval, and queueSize.""}}, {""type"": ""string"", ""var"": ""$resource.properties.datasets[].dataPoints[].dataSource"", ""options"": [""data-source""], ""help"": {""short"": ""The address of the source of the data in the asset (e.g. URL) so that a client can access the data source on the asset.""}}, {""type"": ""string"", ""var"": ""$resource.properties.datasets[].dataPoints[].name"", ""options"": [""name""], ""help"": {""short"": ""The name of the data point.""}}, {""nullable"": true, ""type"": ""string"", ""var"": ""$resource.properties.datasets[].dataPoints[].observabilityMode"", ""options"": [""observability-mode""], ""help"": {""short"": ""An indication of how the data point should be mapped to OpenTelemetry.""}, ""enum"": {""items"": [{""name"": ""Counter"", ""value"": ""Counter""}, {""name"": ""Gauge"", ""value"": ""Gauge""}, {""name"": ""Histogram"", ""value"": ""Histogram""}, {""name"": ""Log"", ""value"": ""Log""}, {""name"": ""None"", ""value"": ""None""}]}}]}}, {""nullable"": true, ""type"": ""string"", ""var"": ""$resource.properties.datasets[].datasetConfiguration"", ""options"": [""dataset-configuration""], ""help"": {""short"": ""Stringified JSON that contains connector-specific JSON string that describes configuration for the specific dataset.""}}, {""type"": ""string"", ""var"": ""$resource.properties.datasets[].name"", ""options"": [""name""], ""help"": {""short"": ""Name of the dataset.""}}, {""nullable"": true, ""type"": ""@TopicCreateOrUpdate_update"", ""var"": ""$resource.properties.datasets[].topic"", ""options"": [""topic""], ""help"": {""short"": ""Object that describes the topic information for the specific dataset.""}}]}"
device-registry asset->update->Properties->$resource.properties.defaultTopic->args	root->command-group:device-registry asset->command:update->argGroup: Properties->arg: $resource.properties.defaultTopic->prop: args	ChangeType.CHANGE	"[{""type"": ""string"", ""var"": ""@Topic_update.path"", ""options"": [""path""], ""help"": {""short"": ""The topic path for messages published to an MQTT broker.""}}, {""nullable"": true, ""type"": ""string"", ""var"": ""@Topic_update.retain"", ""options"": [""retain""], ""help"": {""short"": ""When set to 'Keep', messages published to an MQTT broker will have the retain flag set. Default: 'Never'.""}, ""enum"": {""items"": [{""name"": ""Keep"", ""value"": ""Keep""}, {""name"": ""Never"", ""value"": ""Never""}]}}]"	"[{""type"": ""string"", ""var"": ""@TopicCreateOrUpdate_update.path"", ""options"": [""path""], ""help"": {""short"": ""The topic path for messages published to an MQTT broker.""}}, {""nullable"": true, ""type"": ""string"", ""var"": ""@TopicCreateOrUpdate_update.retain"", ""options"": [""retain""], ""help"": {""short"": ""When set to 'Keep', messages published to an MQTT broker will have the retain flag set. Default: 'Never'.""}, ""enum"": {""items"": [{""name"": ""Keep"", ""value"": ""Keep""}, {""name"": ""Never"", ""value"": ""Never""}]}}]"
device-registry asset->update->Properties->$resource.properties.defaultTopic->cls	root->command-group:device-registry asset->command:update->argGroup: Properties->arg: $resource.properties.defaultTopic->prop: cls	ChangeType.CHANGE	"""Topic_update"""	"""TopicCreateOrUpdate_update"""
device-registry asset->update->Properties->$resource.properties.events->item	root->command-group:device-registry asset->command:update->argGroup: Properties->arg: $resource.properties.events->prop: item	ChangeType.CHANGE	"{""nullable"": true, ""type"": ""object"", ""args"": [{""nullable"": true, ""type"": ""string"", ""var"": ""$resource.properties.events[].eventConfiguration"", ""options"": [""event-configuration""], ""help"": {""short"": ""Stringified JSON that contains connector-specific configuration for the event. For OPC UA, this could include configuration like, publishingInterval, samplingInterval, and queueSize.""}}, {""type"": ""string"", ""var"": ""$resource.properties.events[].eventNotifier"", ""options"": [""event-notifier""], ""help"": {""short"": ""The address of the notifier of the event in the asset (e.g. URL) so that a client can access the event on the asset.""}}, {""type"": ""string"", ""var"": ""$resource.properties.events[].name"", ""options"": [""name""], ""help"": {""short"": ""The name of the event.""}}, {""nullable"": true, ""type"": ""string"", ""var"": ""$resource.properties.events[].observabilityMode"", ""options"": [""observability-mode""], ""help"": {""short"": ""An indication of how the event should be mapped to OpenTelemetry.""}, ""enum"": {""items"": [{""name"": ""Log"", ""value"": ""Log""}, {""name"": ""None"", ""value"": ""None""}]}}, {""nullable"": true, ""type"": ""@Topic_update"", ""var"": ""$resource.properties.events[].topic"", ""options"": [""topic""], ""help"": {""short"": ""Object that describes the topic information for the specific event.""}}]}"	"{""nullable"": true, ""type"": ""object"", ""args"": [{""nullable"": true, ""type"": ""string"", ""var"": ""$resource.properties.events[].eventConfiguration"", ""options"": [""event-configuration""], ""help"": {""short"": ""Stringified JSON that contains connector-specific configuration for the event. For OPC UA, this could include configuration like, publishingInterval, samplingInterval, and queueSize.""}}, {""type"": ""string"", ""var"": ""$resource.properties.events[].eventNotifier"", ""options"": [""event-notifier""], ""help"": {""short"": ""The address of the notifier of the event in the asset (e.g. URL) so that a client can access the event on the asset.""}}, {""type"": ""string"", ""var"": ""$resource.properties.events[].name"", ""options"": [""name""], ""help"": {""short"": ""The name of the event.""}}, {""nullable"": true, ""type"": ""string"", ""var"": ""$resource.properties.events[].observabilityMode"", ""options"": [""observability-mode""], ""help"": {""short"": ""An indication of how the event should be mapped to OpenTelemetry.""}, ""enum"": {""items"": [{""name"": ""Log"", ""value"": ""Log""}, {""name"": ""None"", ""value"": ""None""}]}}, {""nullable"": true, ""type"": ""@TopicCreateOrUpdate_update"", ""var"": ""$resource.properties.events[].topic"", ""options"": [""topic""], ""help"": {""short"": ""Object that describes the topic information for the specific event.""}}]}"
device-registry asset->update->0->request->path->params->resourceGroupName->format	root->command-group:device-registry asset->command:update->operation ind: 0->request->path->params->arg: resourceGroupName->prop: format	ChangeType.CHANGE	"{""maxLength"": 90, ""minLength"": 1}"	"{""pattern"": ""^[-\\w\\._\\(\\)]+$"", ""maxLength"": 90, ""minLength"": 1}"
device-registry asset->update->0->responses->error	root->command-group:device-registry asset->command:update->operation ind: 0->responses->error	ChangeType.CHANGE	"{""isError"": true, ""body"": {""json"": {""schema"": {""type"": ""@MgmtErrorFormat""}}}}"	"{""isError"": true, ""body"": {""json"": {""schema"": {""readOnly"": true, ""type"": ""@MgmtErrorFormat""}}}}"
device-registry asset->update->0->responses->200->body->schema->props->id->format	root->command-group:device-registry asset->command:update->operation ind: 0->responses->200->body->schema->props->id->format	ChangeType.REMOVE	"{""template"": ""/subscriptions/{}/resourceGroups/{}/providers/Microsoft.DeviceRegistry/assets/{}""}"
device-registry asset->update->0->responses->200->body->schema->props->location->type	root->command-group:device-registry asset->command:update->operation ind: 0->responses->200->body->schema->props->location->type	ChangeType.CHANGE	"""ResourceLocation"""	"""string"""
device-registry asset->update->0->responses->200->body->schema->props->properties->clientFlatten	root->command-group:device-registry asset->command:update->operation ind: 0->responses->200->body->schema->props->properties->clientFlatten	ChangeType.REMOVE	true
device-registry asset->update->0->responses->200->body->schema->props->properties->props->attributes->additionalProps->anyType	root->command-group:device-registry asset->command:update->operation ind: 0->responses->200->body->schema->props->properties->props->attributes->additionalProps->anyType	ChangeType.REMOVE	true
device-registry asset->update->0->responses->200->body->schema->props->properties->props->status->props->datasets->item	root->command-group:device-registry asset->command:update->operation ind: 0->responses->200->body->schema->props->properties->props->status->props->datasets->item	ChangeType.CHANGE	"{""type"": ""object"", ""props"": [{""readOnly"": true, ""type"": ""object"", ""name"": ""messageSchemaReference"", ""props"": [{""readOnly"": true, ""type"": ""string"", ""name"": ""schemaName""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""schemaRegistryNamespace""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""schemaVersion""}], ""cls"": ""MessageSchemaReference_read""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""name""}]}"	"{""type"": ""object"", ""props"": [{""readOnly"": true, ""type"": ""object"", ""name"": ""messageSchemaReference"", ""props"": [{""readOnly"": true, ""type"": ""string"", ""name"": ""schemaName"", ""required"": true}, {""readOnly"": true, ""type"": ""string"", ""name"": ""schemaRegistryNamespace"", ""required"": true}, {""readOnly"": true, ""type"": ""string"", ""name"": ""schemaVersion"", ""required"": true}], ""cls"": ""MessageSchemaReference_read""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""name"", ""required"": true}]}"
device-registry asset->update->0->responses->200->body->schema->props->properties->props->status->props->events->item	root->command-group:device-registry asset->command:update->operation ind: 0->responses->200->body->schema->props->properties->props->status->props->events->item	ChangeType.CHANGE	"{""type"": ""object"", ""props"": [{""readOnly"": true, ""type"": ""@MessageSchemaReference_read"", ""name"": ""messageSchemaReference""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""name""}]}"	"{""type"": ""object"", ""props"": [{""readOnly"": true, ""type"": ""@MessageSchemaReference_read"", ""name"": ""messageSchemaReference""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""name"", ""required"": true}]}"
device-registry asset->update->1	root->command-group:device-registry asset->command:update->operation ind: 1	ChangeType.CHANGE	"{""instanceUpdate"": {""ref"": ""$Instance"", ""json"": {""schema"": {""type"": ""object"", ""name"": ""resource"", ""required"": true, ""props"": [{""type"": ""object"", ""name"": ""properties"", ""props"": [{""type"": ""object"", ""name"": ""attributes"", ""arg"": ""$resource.properties.attributes"", ""additionalProps"": {""anyType"": true}}, {""type"": ""array<object>"", ""name"": ""datasets"", ""arg"": ""$resource.properties.datasets"", ""item"": {""type"": ""object"", ""props"": [{""type"": ""array<object>"", ""name"": ""dataPoints"", ""arg"": ""$resource.properties.datasets[].dataPoints"", ""item"": {""type"": ""object"", ""props"": [{""type"": ""string"", ""name"": ""dataPointConfiguration"", ""arg"": ""$resource.properties.datasets[].dataPoints[].dataPointConfiguration""}, {""type"": ""string"", ""name"": ""dataSource"", ""arg"": ""$resource.properties.datasets[].dataPoints[].dataSource"", ""required"": true}, {""type"": ""string"", ""name"": ""name"", ""arg"": ""$resource.properties.datasets[].dataPoints[].name"", ""required"": true}, {""default"": {""value"": ""None""}, ""type"": ""string"", ""name"": ""observabilityMode"", ""arg"": ""$resource.properties.datasets[].dataPoints[].observabilityMode"", ""enum"": {""items"": [{""value"": ""Counter""}, {""value"": ""Gauge""}, {""value"": ""Histogram""}, {""value"": ""Log""}, {""value"": ""None""}]}}]}}, {""type"": ""string"", ""name"": ""datasetConfiguration"", ""arg"": ""$resource.properties.datasets[].datasetConfiguration""}, {""type"": ""string"", ""name"": ""name"", ""arg"": ""$resource.properties.datasets[].name"", ""required"": true}, {""type"": ""@Topic_update"", ""name"": ""topic"", ""arg"": ""$resource.properties.datasets[].topic""}]}}, {""type"": ""string"", ""name"": ""defaultDatasetsConfiguration"", ""arg"": ""$resource.properties.defaultDatasetsConfiguration""}, {""type"": ""string"", ""name"": ""defaultEventsConfiguration"", ""arg"": ""$resource.properties.defaultEventsConfiguration""}, {""type"": ""object"", ""name"": ""defaultTopic"", ""arg"": ""$resource.properties.defaultTopic"", ""props"": [{""type"": ""string"", ""name"": ""path"", ""arg"": ""@Topic_update.path"", ""required"": true}, {""default"": {""value"": ""Never""}, ""type"": ""string"", ""name"": ""retain"", ""arg"": ""@Topic_update.retain"", ""enum"": {""items"": [{""value"": ""Keep""}, {""value"": ""Never""}]}}], ""cls"": ""Topic_update""}, {""type"": ""string"", ""name"": ""description"", ""arg"": ""$resource.properties.description""}, {""type"": ""string"", ""name"": ""displayName"", ""arg"": ""$resource.properties.displayName""}, {""type"": ""string"", ""name"": ""documentationUri"", ""arg"": ""$resource.properties.documentationUri""}, {""type"": ""boolean"", ""name"": ""enabled"", ""arg"": ""$resource.properties.enabled""}, {""type"": ""array<object>"", ""name"": ""events"", ""arg"": ""$resource.properties.events"", ""item"": {""type"": ""object"", ""props"": [{""type"": ""string"", ""name"": ""eventConfiguration"", ""arg"": ""$resource.properties.events[].eventConfiguration""}, {""type"": ""string"", ""name"": ""eventNotifier"", ""arg"": ""$resource.properties.events[].eventNotifier"", ""required"": true}, {""type"": ""string"", ""name"": ""name"", ""arg"": ""$resource.properties.events[].name"", ""required"": true}, {""default"": {""value"": ""None""}, ""type"": ""string"", ""name"": ""observabilityMode"", ""arg"": ""$resource.properties.events[].observabilityMode"", ""enum"": {""items"": [{""value"": ""Log""}, {""value"": ""None""}]}}, {""type"": ""@Topic_update"", ""name"": ""topic"", ""arg"": ""$resource.properties.events[].topic""}]}}, {""type"": ""string"", ""name"": ""hardwareRevision"", ""arg"": ""$resource.properties.hardwareRevision""}, {""type"": ""string"", ""name"": ""manufacturer"", ""arg"": ""$resource.properties.manufacturer""}, {""type"": ""string"", ""name"": ""manufacturerUri"", ""arg"": ""$resource.properties.manufacturerUri""}, {""type"": ""string"", ""name"": ""model"", ""arg"": ""$resource.properties.model""}, {""type"": ""string"", ""name"": ""productCode"", ""arg"": ""$resource.properties.productCode""}, {""type"": ""string"", ""name"": ""serialNumber"", ""arg"": ""$resource.properties.serialNumber""}, {""type"": ""string"", ""name"": ""softwareRevision"", ""arg"": ""$resource.properties.softwareRevision""}], ""clientFlatten"": true}, {""type"": ""object"", ""name"": ""tags"", ""arg"": ""$resource.tags"", ""additionalProps"": {""item"": {""type"": ""string""}}}], ""clientFlatten"": true}}}}"	"{""instanceUpdate"": {""ref"": ""$Instance"", ""json"": {""schema"": {""type"": ""object"", ""name"": ""resource"", ""required"": true, ""props"": [{""type"": ""object"", ""name"": ""properties"", ""props"": [{""type"": ""object"", ""name"": ""attributes"", ""arg"": ""$resource.properties.attributes""}, {""type"": ""array<object>"", ""name"": ""datasets"", ""arg"": ""$resource.properties.datasets"", ""item"": {""type"": ""object"", ""props"": [{""type"": ""array<object>"", ""name"": ""dataPoints"", ""arg"": ""$resource.properties.datasets[].dataPoints"", ""item"": {""type"": ""object"", ""props"": [{""type"": ""string"", ""name"": ""dataPointConfiguration"", ""arg"": ""$resource.properties.datasets[].dataPoints[].dataPointConfiguration""}, {""type"": ""string"", ""name"": ""dataSource"", ""arg"": ""$resource.properties.datasets[].dataPoints[].dataSource"", ""required"": true}, {""type"": ""string"", ""name"": ""name"", ""arg"": ""$resource.properties.datasets[].dataPoints[].name"", ""required"": true}, {""default"": {""value"": ""None""}, ""type"": ""string"", ""name"": ""observabilityMode"", ""arg"": ""$resource.properties.datasets[].dataPoints[].observabilityMode"", ""enum"": {""items"": [{""value"": ""Counter""}, {""value"": ""Gauge""}, {""value"": ""Histogram""}, {""value"": ""Log""}, {""value"": ""None""}]}}]}}, {""type"": ""string"", ""name"": ""datasetConfiguration"", ""arg"": ""$resource.properties.datasets[].datasetConfiguration""}, {""type"": ""string"", ""name"": ""name"", ""arg"": ""$resource.properties.datasets[].name"", ""required"": true}, {""type"": ""@TopicCreateOrUpdate_update"", ""name"": ""topic"", ""arg"": ""$resource.properties.datasets[].topic""}]}}, {""type"": ""string"", ""name"": ""defaultDatasetsConfiguration"", ""arg"": ""$resource.properties.defaultDatasetsConfiguration""}, {""type"": ""string"", ""name"": ""defaultEventsConfiguration"", ""arg"": ""$resource.properties.defaultEventsConfiguration""}, {""type"": ""object"", ""name"": ""defaultTopic"", ""arg"": ""$resource.properties.defaultTopic"", ""props"": [{""type"": ""string"", ""name"": ""path"", ""arg"": ""@TopicCreateOrUpdate_update.path"", ""required"": true}, {""default"": {""value"": ""Never""}, ""type"": ""string"", ""name"": ""retain"", ""arg"": ""@TopicCreateOrUpdate_update.retain"", ""enum"": {""items"": [{""value"": ""Keep""}, {""value"": ""Never""}]}}], ""cls"": ""TopicCreateOrUpdate_update""}, {""type"": ""string"", ""name"": ""description"", ""arg"": ""$resource.properties.description""}, {""type"": ""string"", ""name"": ""displayName"", ""arg"": ""$resource.properties.displayName""}, {""type"": ""string"", ""name"": ""documentationUri"", ""arg"": ""$resource.properties.documentationUri""}, {""type"": ""boolean"", ""name"": ""enabled"", ""arg"": ""$resource.properties.enabled""}, {""type"": ""array<object>"", ""name"": ""events"", ""arg"": ""$resource.properties.events"", ""item"": {""type"": ""object"", ""props"": [{""type"": ""string"", ""name"": ""eventConfiguration"", ""arg"": ""$resource.properties.events[].eventConfiguration""}, {""type"": ""string"", ""name"": ""eventNotifier"", ""arg"": ""$resource.properties.events[].eventNotifier"", ""required"": true}, {""type"": ""string"", ""name"": ""name"", ""arg"": ""$resource.properties.events[].name"", ""required"": true}, {""default"": {""value"": ""None""}, ""type"": ""string"", ""name"": ""observabilityMode"", ""arg"": ""$resource.properties.events[].observabilityMode"", ""enum"": {""items"": [{""value"": ""Log""}, {""value"": ""None""}]}}, {""type"": ""@TopicCreateOrUpdate_update"", ""name"": ""topic"", ""arg"": ""$resource.properties.events[].topic""}]}}, {""type"": ""string"", ""name"": ""hardwareRevision"", ""arg"": ""$resource.properties.hardwareRevision""}, {""type"": ""string"", ""name"": ""manufacturer"", ""arg"": ""$resource.properties.manufacturer""}, {""type"": ""string"", ""name"": ""manufacturerUri"", ""arg"": ""$resource.properties.manufacturerUri""}, {""type"": ""string"", ""name"": ""model"", ""arg"": ""$resource.properties.model""}, {""type"": ""string"", ""name"": ""productCode"", ""arg"": ""$resource.properties.productCode""}, {""type"": ""string"", ""name"": ""serialNumber"", ""arg"": ""$resource.properties.serialNumber""}, {""type"": ""string"", ""name"": ""softwareRevision"", ""arg"": ""$resource.properties.softwareRevision""}]}, {""type"": ""object"", ""name"": ""tags"", ""arg"": ""$resource.tags"", ""additionalProps"": {""item"": {""type"": ""string""}}}], ""clientFlatten"": true}}}}"
